11111111, 11111000, 01011100, 11101011, 11111111, 11111110, 11111111, 11111110, 11111111, 11111111
11111111, 11111011, 01111010, 11111100, 11111111, 11111110, 11111110, 11111111, 11111111, 11111111
11111111, 11111001, 01001001, 11111101, 11111111, 11111111, 11111111, 11111111, 11111111, 11111111
11111111, 11110100, 01100110, 10110001, 11111111, 11111100, 11.0000000, 11111101, 11111111, 11111111
11111111, 11101010, 01111101, 11111011, 11111111, 11111110, 11111111, 11111111, 11111111, 11111111
11111111, 11111001, 01001110, 11111101, 11111111, 11111111, 11111111, 11111111, 11111111, 11111111
11111111, 11110101, 01110000, 11110101, 11111111, 11111110, 11111111, 11111111, 11111111, 11111111
11111111, 11111001, 01001011, 11111101, 11111111, 11111111, 11111111, 11111111, 11111111, 11111111
11111110, 11111100, 01.0000000, 11111101, 11111111, 11111110, 11111110, 11.0000000, 11111111, 11111111
11111111, 11111010, 01000010, 11111100, 11111111, 11111110, 11111111, 11111111, 11111111, 11111111
