-0.9939372, -0.94131494, 0.7205949, -0.83714885, -0.9994189, -0.9869862, -0.99948895, -0.9891344, -0.99543315, -0.9991648
-0.9944181, -0.9671678, 0.9582001, -0.96912247, -0.99603075, -0.99148256, -0.99122405, -0.9998975, -0.99578935, -0.9997002
-0.9976101, -0.9476429, 0.57351804, -0.9767014, -0.9962832, -0.9950698, -0.99899596, -0.9989556, -0.9991208, -0.9995672
-0.99855715, -0.9133711, 0.7980937, -0.39038205, -0.99412805, -0.97250056, -1.0, -0.98230535, -0.9976851, -0.99870527
-0.99843687, -0.8342679, 0.98354304, -0.96265656, -0.99698025, -0.98733526, -0.997793, -0.99860567, -0.9976203, -0.999701
-0.99653524, -0.9528579, 0.6136594, -0.9819492, -0.9965707, -0.9957498, -0.9982777, -0.999393, -0.99889374, -0.99974966
-0.99857587, -0.91935664, 0.87796175, -0.9204222, -0.99553573, -0.9844529, -0.99929374, -0.9975418, -0.9990936, -0.9988239
-0.99732184, -0.9456466, 0.58787775, -0.9794021, -0.9967108, -0.99603957, -0.9989116, -0.99913675, -0.9991446, -0.9997114
-0.9905806, -0.97425073, 1.0, -0.97962064, -0.9961998, -0.9919911, -0.99153185, -0.99997205, -0.9957503, -0.99986726
-0.9982782, -0.95640516, 0.5176196, -0.9691904, -0.9925756, -0.99151677, -0.9993025, -0.9977548, -0.99888146, -0.99904084
