0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.5537058, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 4.2860317, 0.0, 0.0, 0.0, 0.0, 0.0, 2.3091335, 0.0, 0.0
0.0, 0.0, 1.2991244, 6.6215925, 0.0, 0.0, 0.0, 0.0, 0.0, 5.7385483, 0.0, 0.0
0.0, 0.0, 3.8159156, 6.8633347, 0.0, 0.0, 0.0, 0.0, 2.1228716, 7.6133265, 0.0, 0.0
0.0, 0.93140864, 6.013834, 2.5118358, 0.0, 0.0, 0.0, 0.0, 5.607104, 7.346853, 0.0, 0.0
0.0, 4.3422904, 7.861375, 0.0, 0.0, 0.0, 0.0, 0.0, 8.0, 5.803319, 0.0, 0.0
1.8479202, 7.7787733, 5.080457, 0.0, 0.0, 0.0, 0.0, 0.0, 4.5850577, 0.69537514, 0.0, 0.0
2.3231728, 6.6358247, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0797515, 0.0, 0.0, 0.0
1.0284063, 2.5297375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6868031, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
