0.0, 0.33050787, 3.3050787, 1.3220315, 0.0, 0.0, 0.0, 0.66101575, 0.0, 0.0
0.0, 0.0, 0.0, 3.9660945, 0.0, 1.6525394, 0.0, 0.16525394, 1.6525394, 0.0
0.0, 0.0, 0.0, 0.0, 0.33050787, 0.0, 0.0, 0.66101575, 0.66101575, 2.8093169
4.1313486, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16525394, 0.33050787, 0.0
0.0, 2.3135552, 0.0, 0.33050787, 0.0, 0.0, 0.0, 0.0, 0.8262697, 0.0
3.1398249, 0.0, 3.3050787, 0.8262697, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.16525394, 0.16525394, 4.6271105, 0.9915236, 0.0, 0.0, 0.0, 0.0, 0.16525394, 0.0
5.288126, 0.0, 0.0, 0.0, 0.0, 0.4957618, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.16525394, 0.0, 0.66101575, 0.0, 0.0, 2.1483011, 0.0
0.0, 0.0, 0.0, 0.0, 0.33050787, 0.0, 0.0, 0.9915236, 0.0, 2.9745708
